hip_angle_l,hip_flexion_l_moment,hip_angle_l_normalized,hip_flexion_l_moment_normalized
-27.04946795,-0.463276208,0.3381646721836939,0.21676466863440608
-26.65919804,-0.461798371,0.346091473395482,0.2177248212050539
-26.21628814,-0.459581666,0.35508744936512043,0.21916501725111168
-25.48798444,-0.453777224,0.3698800800644991,0.22293617057010168
-24.75971546,-0.447371811,0.3846720055633716,0.22709777550894877
-24.03141175,-0.440167375,0.39946463646586106,0.23177850670289488
-23.4411559,-0.432165588,0.4114533670012104,0.23697727785142234
-22.99208467,-0.423233539,0.42057448620341364,0.24278044139956895
-22.54299203,-0.413094314,0.4296960402657218,0.2493679087238589
-22.0939208,-0.401682203,0.4388171594679251,0.2567823716945169
-21.67219232,-0.392270768,0.447382918038217,0.26289699293402774
-21.25376912,-0.381953358,0.4558815428202307,0.2696002272784971
-20.83532597,-0.370363612,0.4643805728081804,0.2771300999336379
-20.42376258,-0.356933107,0.4727398674783219,0.2858559160424838
-20.02909073,-0.340823367,0.4807560768213345,0.29632243452420276
-19.6344377,-0.323659754,0.48877190390992514,0.3074736556287998
-19.23976585,-0.30554107,0.4967881132529376,0.31924538757173776
-18.77044941,-0.287363879,0.5063204344234427,0.3310551315866776
-18.26737735,-0.268799684,0.5165383685061002,0.3431163125905755
-17.76432927,-0.249595165,0.5267558155291917,0.3555935129082729
-17.24820245,-0.229956115,0.5372389058146108,0.3683530285670236
-16.58717891,-0.211033063,0.5506650041727764,0.3806473594183303
-15.92612385,-0.191762664,0.5640917427360098,0.3931673620554677
-15.26510031,-0.17223583,0.5775178410941755,0.4058539708368918
-14.56911328,-0.151617124,0.5916540855020337,0.4192499702396214
-13.83510395,-0.129915249,0.6065626036773338,0.4333497059135339
-13.10105962,-0.108234394,0.621471832740241,0.4474357848668235
-12.3670503,-0.086677115,0.6363803507124305,0.4614415763363986
-11.64960334,-0.065870617,0.6509524693569904,0.4749595844393753
-10.93454862,-0.045495777,0.6654759990367209,0.4881971437930376
-10.21945981,-0.025614904,0.6800002211209809,0.5011137721611681
-9.510681235,-0.006873769,0.6943962755521293,0.5132899113071686
-8.819097981,0.009712042,0.7084430745376303,0.5240657337205531
-8.127481749,0.025325982,0.7224905433417458,0.5342101303143189
-7.435898496,0.039792424,0.7365373423069356,0.5436089960041262
-6.744593687,0.054110493,0.7505784857753013,0.5529114635679122
-6.053477993,0.067520507,0.7646157881148153,0.5616239666481052
-5.362329342,0.079270221,0.7786537598464113,0.5692577707154528
-4.6723507,0.089117066,0.7926679674380586,0.5756552783834302
-3.999904991,0.095516866,0.8063260623215789,0.5798132365490681
-3.327491347,0.099910977,0.8199835059304957,0.5826680960311098
-2.655045638,0.102256756,0.8336416008140161,0.5841921516184457
-2.004060066,0.102888741,0.8468638172564421,0.5846027530733834
-1.378938446,0.101934691,0.8595607090432851,0.5839829055800356
-0.753846633,0.099114774,0.8722569954179308,0.5821508019335825
-0.128725013,0.094606366,0.8849538872047737,0.5792216835458786
0.439792572,0.088408029,0.8965010902205043,0.5751946161465026
0.998463635,0.081013723,0.9078482997944612,0.5703905261730775
1.55710806,0.072815842,0.919194968322016,0.565064352504388
2.120193025,0.06416304,0.9306318289882705,0.5594426160858205
2.696351913,0.055395153,0.9423342350784066,0.5537461087969925
3.272538275,0.047121074,0.9540371991950033,0.5483704291911948
3.848697163,0.039819189,0.9657396052851394,0.5436263852585251
4.283470554,0.034276863,0.9745703200144199,0.540025529036717
4.641476477,0.030818165,0.9818418049830246,0.5377784085655186
4.999499472,0.029711664,0.9891136367022931,0.5370595134643847
5.343432478,0.031280238,0.9960992856054708,0.538078617978855
5.396818669,0.034489046,0.9971836165074137,0.5401633846005565
5.450207405,0.041044451,0.9982679991010415,0.5444224395317753
5.503593595,0.05113329,0.9993523299826734,0.550977171008049
5.535481126,0.065288793,1.0,0.560174019235738
5.529412969,0.083849455,0.9998767492111782,0.5722329048450611
5.523344522,0.105957763,0.9997534925321447,0.5865967005538395
5.517276364,0.131427706,0.9996302417230118,0.6031445547797816
5.502007096,0.160300358,0.9993201064833119,0.6219031533527095
5.483826546,0.191989682,0.9989508399780593,0.6424917472914807
5.465645129,0.22594707,0.998581555863105,0.6645539052836581
5.448412338,0.261657217,0.9982315393614963,0.6877548330180847
5.436424879,0.298552375,0.9979880611888455,0.7117256639000816
5.424437991,0.336002967,0.997744594613818,0.736057360955361
5.412450531,0.373358098,0.9975011164208559,0.7603270368780347
