time_s,original_motorVel,filtered_motorVel,difference
19.59,61.6255,-115.86116443845258,177.48666443845258
19.595,75.6795,-109.62033623285079,185.2998362328508
19.6,88.488,-102.61874894261072,191.10674894261072
19.605,96.422,-94.91055792494342,191.33255792494342
19.61,106.804,-86.56682284934169,193.3708228493417
19.615,117.776,-77.6537530738568,195.4297530738568
19.62,129.382,-68.22516677101699,197.60716677101698
19.625,141.6005,-58.32731661424958,199.9278166142496
19.63,153.1845,-48.00204130158586,201.18654130158586
19.635,164.7905,-37.29083593699921,202.0813359369992
19.64,173.3365,-26.240824563027072,199.57732456302708
19.645,184.921,-14.902435957015532,199.82343595701553
19.65,192.243,-3.3247974176822,195.5677974176822
19.655,205.073,8.44714775841853,196.62585224158147
19.66,208.111,20.366125669043917,187.74487433095607
19.665,210.559,32.359024263688084,178.1999757363119
19.67,209.335,44.33077179918027,165.00422820081974
19.675,213.619,56.193288671693104,157.4257113283069
19.68,206.909,67.86280130741821,139.04619869258178
19.685,191.631,79.21548204327777,112.41551795672223
19.69,188.593,90.11253165544021,98.48046834455978
19.695,179.4345,100.45663480159646,78.97786519840355
19.7,173.3365,110.17358694251988,63.162913057480125
19.705,159.2825,119.18711055316824,40.09538944683176
19.71,139.1525,127.39692062059189,11.755579379408118
19.715,-29.29925,134.3715055599338,-163.6707555599338
19.72,18.3052,139.56317121577948,-121.25797121577948
19.725,-9.169,142.94164495636537,-152.11064495636538
19.73,5.4752,144.72025884843976,-139.24505884843975
19.735,-0.622915,145.07493705072733,-145.69785205072733
19.74,-0.0109283,144.18678073963645,-144.19770903963644
19.745,-3.682895,142.2004883046278,-145.8833833046278
19.75,0.601055,139.26452839556856,-138.66347339556856
19.755,-6.10905,135.51806503799145,-141.62711503799144
19.76,-29.29925,131.0261589747233,-160.3254089747233
19.765,-36.0312,125.79474882523112,-161.82594882523114
19.77,-39.6813,119.87579554715758,-159.5570955471576
19.775,-48.8394,113.3561047670514,-162.1955047670514
19.78,-47.61535,106.32174275930119,-153.93709275930118
19.785,-37.2333,98.90311480174911,-136.1364148017491
19.79,-23.20115,91.28485416099822,-114.48600416099822
19.795,-13.4311,83.65559075971159,-97.08669075971159
19.8,-6.10905,76.16527369774501,-82.274323697745
19.805,-0.0109283,68.92238375316036,-68.93331205316036
19.81,-0.0109283,61.99693201626853,-62.007860316268534
19.815,-0.0109283,55.419629837647165,-55.43055813764717
19.82,-0.0109283,49.201771292404366,-49.21269959240437
19.825,1.825085,43.35406968187343,-41.52898468187343
19.83,0.601055,37.88409417016923,-37.283039170169225
19.835,6.0872,32.80037352927782,-26.71317352927782
19.84,2.43707,28.109704427887436,-25.672634427887438
19.845,-0.622915,23.791935867710027,-24.414850867710026
19.85,3.049055,19.823781346847802,-16.774726346847803
19.855,6.69915,16.211145490687954,-9.511995490687955
19.86,6.0872,12.96128518023346,-6.87408518023346
19.865,10.9831,10.071211625578401,0.9118883744215989
19.87,13.40925,7.5442277042704085,5.865022295729592
19.875,14.63325,5.378883749906276,9.254366250093724
19.88,12.79725,3.5543940047580347,9.242855995241966
19.885,12.2071,2.0370876409175445,10.170012359082456
19.89,9.14715,0.7886180263426406,8.35853197365736
19.895,10.9831,-0.22431254704591602,11.207412547045916
19.9,7.31115,-1.029032580094954,8.340182580094954
19.905,4.25117,-1.6626527765001469,5.913822776500147
19.91,2.43707,-2.1653978322229133,4.602467832222914
19.915,4.863155,-2.5582826562391467,7.421437656239147
19.92,-0.622915,-2.856839742527459,2.233924742527459
19.925,-1.2349,-3.089409065254762,1.8545090652547618
19.93,-3.07091,-3.280070063716659,0.20916006371665885
19.935,-1.84694,-3.4388321633133154,1.5918921633133154
19.94,-1.84694,-3.567081460275489,1.7201414602754888
19.945,-4.88501,-3.6713325402148276,-1.2136774597851727
19.95,-0.0109283,-3.7562133889945124,3.7452850889945126
19.955,-1.2349,-3.8120204839322858,2.5771204839322857
19.96,-3.07091,-3.8406895633579485,0.7697795633579485
19.965,-6.721,-3.8631491617410987,-2.8578508382589014
19.97,-3.07091,-3.8914014165316715,0.8204914165316715
19.975,-4.88501,-3.920668465176679,-0.9643415348233213
19.98,-6.10905,-3.9530812617102438,-2.155968738289756
19.985,-11.61695,-4.008304821923194,-7.608645178076805
19.99,-15.87905,-4.1173665031030495,-11.76168349689695
19.995,-16.4911,-4.3031085876225825,-12.187991412377418
20.0,-18.93905,-4.570924212942113,-14.368125787057888
20.005,-25.03715,-4.932490127845728,-20.104659872154272
20.01,-20.7532,-5.394653703094007,-15.358546296905992
20.015,-21.97715,-5.938423490246933,-16.03872650975307
20.02,-28.09715,-6.558003868673075,-21.539146131326923
