time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
9.54,-0.0115180512371904,-0.0496261380221839,-0.0051456176218292,-0.279614799550002,-0.197695531884438,0.0750945196171916,-0.0747421390826648,-0.0555712894047362,-0.00730400413050427,-0.248185190696919,-0.212398051409528,0.0543708351102719
9.545,-0.0119191658342908,-0.0496447840275356,-0.00516951110928352,-0.279866670555415,-0.197768025909601,0.075111333603332,-0.0736772804715395,-0.0560771340738019,-0.00720197913362606,-0.248267860950291,-0.212053699890357,0.0542553910999704
9.55,-0.0123045538453027,-0.0496652194194271,-0.00518802729799842,-0.280101245250698,-0.197847265763962,0.0751268653565861,-0.0725297960112853,-0.056610960431683,-0.00708678140484774,-0.248320027460941,-0.211681153960798,0.0541359311786541
9.555,-0.0126754635766182,-0.0496888808694186,-0.00520116313174038,-0.280321376379276,-0.197934536375139,0.075141061622557,-0.071321682099476,-0.0571609846768452,-0.00696038246757898,-0.248341623277754,-0.211281662754406,0.0540128647278095
9.56,-0.0130333758065328,-0.049717206865002,-0.00520906188369908,-0.280530167815506,-0.198031043044572,0.0751539010459231,-0.0700767721496608,-0.0577149861847735,-0.00682509741249891,-0.24833334532927,-0.210857148409177,0.0538867139568342
9.565,-0.0133798989903325,-0.0497515738396302,-0.00521200131935633,-0.280730825941235,-0.198137817090845,0.0751653903221389,-0.0688201220723091,-0.0582606998153776,-0.00668353624886966,-0.248296626351957,-0.210410206617767,0.0537581045924272
9.57,-0.0137166613444939,-0.049793234402542,-0.00521037833943755,-0.280926510633241,-0.198255626789456,0.0751755594039051,-0.0675773575055963,-0.0587862097324508,-0.00653854606743844,-0.248233585689377,-0.209944085165831,0.0536277525333525
9.575,-0.0140452045585891,-0.0498432607422311,-0.00520469084976672,-0.281120191870543,-0.198384897848145,0.075184455843687,-0.0663740018099898,-0.059280330871518,-0.00639314538193763,-0.248146960570008,-0.20946263998628,0.0534964470694235
9.58,-0.0143668839080881,-0.0499024958636616,-0.00519551763723817,-0.281314517768727,-0.198525647392393,0.0751921384148046,-0.0652348041584308,-0.0597329646150807,-0.00625045222795356,-0.248040020126803,-0.208970269243491,0.0533650314514543
9.585,-0.014682779349192,-0.0499715147664292,-0.00518349702787313,-0.281511699383212,-0.198677434948727,0.0751986702185915,-0.0641830867053803,-0.0601354161469817,-0.00611360777288769,-0.247916464931807,-0.208471826928962,0.0532343817477203
9.59,-0.0149936217717407,-0.0500505970101957,-0.00516930506736259,-0.281713416909349,-0.198839333216218,0.0752041115533353,-0.0632401288679994,-0.0604806623645847,-0.00598569732965234,-0.247780315181771,-0.207972518345512,0.0531053850154854
9.595,-0.0152997379861025,-0.0501397113870818,-0.00515363390205577,-0.28192075097913,-0.199009920543245,0.0752085128891996,-0.062424605300591,-0.0607635611116127,-0.00586967077090528,-0.247635790901817,-0.207477780637265,0.0529789178393224
9.6,-0.0156010172541166,-0.0502385126829055,-0.00513717095669677,-0.282134141662312,-0.19918729602863,0.0752119083547574,-0.0617520923051705,-0.0609809948050714,-0.00576826441004356,-0.247487187661169,-0.206993152156674,0.0528558262334797
9.605,-0.0158969012785897,-0.050346349824215,-0.00512057941368366,-0.28235337658317,-0.199369117103978,0.075214310183192,-0.0612346553111472,-0.0611319441743441,-0.00568392644724854,-0.247338751346859,-0.206524134929824,0.0527369077746722
9.61,-0.0161863985782546,-0.0504622841414146,-0.00510448040704616,-0.282577608323281,-0.199552658388721,0.0752157045750761,-0.0608805277737624,-0.0612174906758491,-0.00561874806797447,-0.247194555541088,-0.206076054780895,0.0526228966358261
9.615,-0.0164681231314973,-0.0505851160850262,-0.00508943726131756,-0.282805400050779,-0.199734889596356,0.0752160493963601,-0.0606938894569004,-0.0612407490283217,-0.00557440221949039,-0.247058385005886,-0.205653923807196,0.0525144519509619
9.62,-0.0167403561060788,-0.0507134185447701,-0.00507594203667447,-0.283034797144111,-0.199912569355837,0.0752152740366512,-0.0606747496259041,-0.0612067340553095,-0.00555209196994108,-0.246933628690347,-0.205262309862404,0.0524121496828526
9.625,-0.0170011284362523,-0.050845574940485,-0.00506440458860045,-0.283263421501268,-0.200082351032313,0.0752132816048573,-0.0608189381999237,-0.0611221684567182,-0.00555251016709192,-0.246823185521736,-0.204905217511362,0.0523164779158377
9.63,-0.0172483209981158,-0.0509798204465079,-0.00505514430984804,-0.283488584275466,-0.200240896014846,0.0752099534480986,-0.0611182054040181,-0.0609952401259808,-0.00557581185752185,-0.246729385992879,-0.204585984566368,0.0522278352802162
9.635,-0.0174797782085349,-0.0511142850148756,-0.00504838468786667,-0.283707411983798,-0.200384989507824,0.0752051557660617,-0.0615604279157943,-0.0608353190968958,-0.00562160060399153,-0.246653932181903,-0.204307197801178,0.0521465320487776
9.64,-0.017693430077466,-0.0512470371994215,-0.0050442507734329,-0.283916980324364,-0.200511653635956,0.0751987478829397,-0.0621299169237768,-0.0606526451119435,-0.00568892945749952,-0.246597858310855,-0.204070630765976,0.052072793338069
9.645,-0.0178874171256516,-0.0513761280750571,-0.00504276960763172,-0.284114449637159,-0.200618252663594,0.0751905915595975,-0.0628078209276844,-0.060457997171146,-0.00577631691514383,-0.246561513257685,-0.203877205803073,0.0520067637961108
9.65,-0.0180602121851491,-0.051499634734034,-0.00504387358887981,-0.284297195779799,-0.200702585345325,0.0751805606018755,-0.063572613564212,-0.0602623563075833,-0.0058817777434948,-0.246544565596691,-0.203726981411844,0.0519485131570079
9.655,-0.0182107329673144,-0.0516157028933419,-0.00504740667790156,-0.284462930280932,-0.200762959865132,0.075168549960777,-0.0644006543149797,-0.0600765723283075,-0.00600286809011118,-0.246546030798384,-0.203619165072682,0.0518980420801577
9.66,-0.0183384394379607,-0.05172258806951,-0.00505313323994894,-0.28460980399345,-0.200798247474489,0.0751544835302659,-0.0652668077491594,-0.0599110444517668,-0.0061367438634332,-0.246564319237224,-0.203552150569987,0.0518552877557093
