timestamp,motor_angle_L_float,motor_angle_R_float,motor_vel_L_float,motor_vel_R_float
1761533352.7170844,0.11404375731945038,0.48575207591056824,1.4093533754348755,-0.9560526609420776
1761533352.727168,0.13024643063545227,0.4753974378108978,1.7482380867004395,-1.0874371528625488
1761533352.736884,0.14951732754707336,0.46408432722091675,2.0468835830688477,-1.1393122673034668
1761533352.7469897,0.17128120362758636,0.4529624581336975,2.2655344009399414,-1.0961637496948242
1761533352.7571857,0.19467468559741974,0.44241631031036377,2.403221368789673,-0.9982313513755798
1761533352.7670078,0.21950653195381165,0.4330207109451294,2.5336365699768066,-0.8799368739128113
1761533352.777125,0.24558447301387787,0.42487114667892456,2.629629611968994,-0.7553397417068481
1761533352.786967,0.27214178442955017,0.4180641174316406,2.6504766941070557,-0.624924898147583
1761533352.7969708,0.29860347509384155,0.4123116731643677,2.660172939300537,-0.5284469723701477
1761533352.8069537,0.32525667548179626,0.40790146589279175,2.664536237716675,-0.37282171845436096
1761533352.8168533,0.35171836614608765,0.4046412706375122,2.604419231414795,-0.3059174716472626
1761533352.8268578,0.3774127960205078,0.4022443890571594,2.5297579765319824,-0.19053179025650024
1761533352.836754,0.40234026312828064,0.4009021818637848,2.459944725036621,-0.06932836025953293
1761533352.846844,0.426405131816864,0.4008063077926636,2.356194496154785,0.020846989005804062
1761533352.8569148,0.4485522508621216,0.4009021818637848,2.114272356033325,0.004363323096185923
1761533352.8670943,0.4680151641368866,0.4009021818637848,1.842292070388794,0.0
1761533352.8770368,0.4849850833415985,0.4009021818637848,1.566433072090149,0.0
1761533352.8870373,0.4994620382785797,0.4009021818637848,1.3317831754684448,-0.0019392548128962517
1761533352.8970764,0.5115426778793335,0.4009021818637848,1.1058599948883057,0.0
1761533352.906963,0.5213217735290527,0.4008063077926636,0.8736343383789062,-0.004363323096185923
1761533352.9170365,0.5289919376373291,0.4008063077926636,0.7020102143287659,0.0
1761533352.9271169,0.5351278781890869,0.4008063077926636,0.5473546385765076,0.0
