timestamp,hip_angle_l,hip_angle_r,hip_angle_l_velocity,hip_angle_r_velocity,motor_torque_L_float,motor_torque_R_float,torque_L,torque_R
1762220158.4118924,0.18038921058177948,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,-0.05999999865889549
1762220158.4219377,0.18038921058177948,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,-0.07000000029802322
1762220158.431949,0.18038921058177948,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.019999999552965164,-0.05999999865889549
1762220158.4421701,0.18038921058177948,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.4522223,0.18038921058177948,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.462014,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.4721682,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.019999999552965164,0.009999999776482582
1762220158.4821582,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.4920394,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.5020566,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,0.0,0.029999999329447746
1762220158.5120363,0.18029333651065826,-0.0015819177497178316,-0.0,-0.0019392548128962517,0.0,0.0,-0.009999999776482582,0.05000000074505806
1762220158.5219388,0.18029333651065826,-0.0015819177497178316,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.5320966,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.5421152,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,0.0,0.009999999776482582
1762220158.5521078,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.5620084,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582
1762220158.572158,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.5821323,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.59182,0.18029333651065826,-0.0016777915880084038,-0.0019392548128962517,0.0,0.0,0.0,-0.009999999776482582,0.029999999329447746
1762220158.6019936,0.18029333651065826,-0.0016777915880084038,-0.0019392548128962517,0.0,0.0,0.0,0.0,0.019999999552965164
1762220158.6118388,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582
1762220158.6221268,0.18029333651065826,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.6321738,0.18019747734069824,-0.0016777915880084038,-0.0,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.6421723,0.18019747734069824,-0.0016777915880084038,-0.0038785096257925034,0.0,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.6519783,0.18019747734069824,-0.0016777915880084038,-0.003393696155399084,-0.0019392548128962517,0.0,0.0,-0.009999999776482582,0.009999999776482582
1762220158.6619968,0.18019747734069824,-0.0016777915880084038,-0.0014544411096721888,0.0,0.0,0.0,0.0,0.009999999776482582
1762220158.6718228,0.18019747734069824,-0.0016777915880084038,-0.0,0.0,0.0,0.0,0.019999999552965164,0.0
1762220158.6820395,0.18019747734069824,-0.0016777915880084038,-0.0,-0.0014544411096721888,0.0,0.0,0.029999999329447746,0.009999999776482582
1762220158.6920714,0.18019747734069824,-0.0017736653098836541,-0.0014544411096721888,-0.0029088822193443775,0.0,0.0,0.05000000074505806,-0.05000000074505806
1762220158.702013,0.18010160326957703,-0.0017736653098836541,-0.0038785096257925034,0.0,0.0,0.0,0.029999999329447746,-0.05000000074505806
1762220158.711784,0.18010160326957703,-0.0017736653098836541,-0.004363323096185923,0.0,0.0,0.0,0.019999999552965164,-0.05000000074505806
